Log_Rank_Diff,Log_Pts_Diff,Odds_Logit_Diff,Court,Surface,Series,Round,Tournament,Elo_Diff,Surface_Elo_Diff,Player_1,Player_2,Winner,Date,y
-0.3659342693515293,0.2757263365316325,0.7468273300235695,Outdoor,Hard,International,1st Round,Qatar Exxon Mobil Open,0.0,0.0,Youzhny M.,Bjorkman J.,Youzhny M.,2006-01-02,1
0.6763400622435642,-0.47082028915229124,-0.9007865453381896,Outdoor,Hard,International,1st Round,Qatar Exxon Mobil Open,0.0,0.0,Zib T.,Monfils G.,Monfils G.,2006-01-02,0
0.25131442828090567,-0.18372113714837823,0.1359833758718095,Outdoor,Hard,International,1st Round,Chennai Open,0.0,0.0,Berrer M.,Dlouhy L.,Berrer M.,2006-01-03,1
1.083686638451434,-1.2735856386349766,-1.355118743651441,Outdoor,Hard,International,1st Round,Chennai Open,0.0,0.0,Bopanna R.,Saulnier C.,Bopanna R.,2006-01-03,1
1.1451323043030022,-0.8588143024487627,-1.591419406931422,Outdoor,Hard,International,1st Round,Chennai Open,0.0,0.0,Delgado R.,Srichaphan P.,Srichaphan P.,2006-01-03,0
2.31363492918063,-1.5541407232049806,-1.6964492894237302,Outdoor,Hard,International,1st Round,Chennai Open,0.0,0.0,Garcia-Lopez G.,Ljubicic I.,Ljubicic I.,2006-01-03,0
0.1393555209105113,-0.10345133738802392,-0.23511974236092564,Outdoor,Hard,International,1st Round,Chennai Open,0.0,0.0,Gicquel M.,Lee H.T.,Gicquel M.,2006-01-03,1
-1.2481440226390736,0.8430560724788405,1.3556573916580008,Outdoor,Hard,International,1st Round,Chennai Open,0.0,0.0,Moya C.,Norman D.,Moya C.,2006-01-03,1
-0.3877655310087631,0.23954958670131976,0.9317949184101203,Outdoor,Hard,International,1st Round,Chennai Open,0.0,0.0,Muller G.,Sabau R.,Muller G.,2006-01-03,1
1.9387416595767006,-1.5626655786246522,-1.986351118613824,Outdoor,Hard,International,1st Round,Chennai Open,0.0,0.0,Navarro-Pastor I.,Stepanek R.,Stepanek R.,2006-01-03,0
0.2231435513142097,-0.14592312491968595,-0.8134333464344472,Outdoor,Hard,International,1st Round,Chennai Open,0.0,0.0,Vicente F.,Schuettler R.,Schuettler R.,2006-01-03,0
0.15963014559188426,-0.10291851200227509,-0.1508228897345839,Outdoor,Hard,International,1st Round,Chennai Open,0.0,0.0,Waske A.,Gimelstob J.,Gimelstob J.,2006-01-03,0
-0.7765287894989963,0.547504214772478,1.5914194069314218,Outdoor,Hard,International,1st Round,Next Generation Adelaide International,0.0,0.0,Blake J.,Martin A.,Blake J.,2006-01-03,1
0.9283390703903303,-0.8832729628454814,0.1508228897345835,Outdoor,Hard,International,1st Round,Next Generation Adelaide International,0.0,0.0,Carraz G.,Carlsen K.,Carlsen K.,2006-01-03,0
-0.5849335959197131,0.392679545811192,0.05406722127027558,Outdoor,Hard,International,1st Round,Next Generation Adelaide International,0.0,0.0,Chela J.I.,Karlovic I.,Karlovic I.,2006-01-03,0
-2.9177707320842794,1.574332749780618,1.7948411357654621,Outdoor,Hard,International,1st Round,Next Generation Adelaide International,0.0,0.0,Hewitt L.,Hernych J.,Hewitt L.,2006-01-03,1
3.1330758350648686,-3.087694609588631,-2.030651377510404,Outdoor,Hard,International,1st Round,Next Generation Adelaide International,0.0,0.0,Junaid R.,Hrbaty D.,Hrbaty D.,2006-01-03,0
0.49643688631389127,-0.34743072367666716,-0.23511974236092564,Outdoor,Hard,International,1st Round,Next Generation Adelaide International,0.0,0.0,Mathieu P.H.,Nieminen J.,Nieminen J.,2006-01-03,0
-0.16598513747426136,0.08421807908401657,0.5108256237659907,Outdoor,Hard,International,1st Round,Next Generation Adelaide International,0.0,0.0,Mayer F.,Monaco J.,Mayer F.,2006-01-03,1
-1.3705460041517519,1.4146650582491063,1.7948411357654621,Outdoor,Hard,International,1st Round,Next Generation Adelaide International,0.0,0.0,Murray A.,Lorenzi P.,Murray A.,2006-01-03,1
0.1872115420881464,-0.1206735323881718,-0.6751286750572671,Outdoor,Hard,International,1st Round,Next Generation Adelaide International,0.0,0.0,Pashanski B.,Seppi A.,Seppi A.,2006-01-03,0
0.8300063632771426,-0.8123847619273228,0.0,Outdoor,Hard,International,1st Round,Next Generation Adelaide International,0.0,0.0,Philippoussis M.,Spadea V.,Philippoussis M.,2006-01-03,1
-1.395863812136041,1.0082612670293578,1.212341053996452,Outdoor,Hard,International,1st Round,Qatar Exxon Mobil Open,0.0,0.0,Andreev I.,Starace P.,Starace P.,2006-01-03,0
2.2104698040862405,-1.9663643970608655,-1.3556573916580008,Outdoor,Hard,International,1st Round,Qatar Exxon Mobil Open,0.0,0.0,El Aynaoui Y.,Grosjean S.,El Aynaoui Y.,2006-01-03,1
4.290459441148391,-2.561832009134327,-2.3780926455021905,Outdoor,Hard,International,1st Round,Qatar Exxon Mobil Open,0.0,0.0,Minar I.,Federer R.,Federer R.,2006-01-03,0
0.27115277050056985,-0.18032355413128176,0.2351197423609256,Outdoor,Hard,International,1st Round,Qatar Exxon Mobil Open,0.0,0.0,Pavel A.,Vik R.,Vik R.,2006-01-03,0
2.1041341542702074,-1.0998677816139413,-1.591419406931422,Outdoor,Hard,International,1st Round,Qatar Exxon Mobil Open,0.0,0.0,Rochus C.,Davydenko N.,Davydenko N.,2006-01-03,0
-0.7837440759121721,0.562460740067654,0.7468273300235695,Outdoor,Hard,International,1st Round,Qatar Exxon Mobil Open,0.0,0.0,Santoro F.,Marach O.,Santoro F.,2006-01-03,1
-0.8472978603872034,0.6948124598790066,0.5985312041850962,Outdoor,Hard,International,1st Round,Qatar Exxon Mobil Open,0.0,0.0,Tursunov D.,Tipsarevic J.,Tursunov D.,2006-01-03,1
-1.267688618712044,0.9932517730102832,0.05406722127027558,Outdoor,Hard,International,1st Round,Qatar Exxon Mobil Open,0.0,0.0,Volandri F.,Mahut N.,Volandri F.,2006-01-03,1
-0.07571182173569646,0.06930146584212338,-0.23511974236092564,Outdoor,Hard,International,2nd Round,Chennai Open,0.0,0.0,Behrend T.,Ascione T.,Ascione T.,2006-01-04,0
0.37037378829689427,-0.26214877044661655,,Outdoor,Hard,International,2nd Round,Chennai Open,0.0,0.0,Berrer M.,Phau B.,Phau B.,2006-01-04,0
-1.2104036946562262,0.8332279835425771,0.9724483950676609,Outdoor,Hard,International,2nd Round,Chennai Open,0.0,0.0,Moya C.,Gimelstob J.,Moya C.,2006-01-04,1
-2.591516384846259,2.421062332079905,,Outdoor,Hard,International,2nd Round,Chennai Open,0.0,0.0,Stepanek R.,Amritraj P.,Stepanek R.,2006-01-04,1
-0.8056251639866354,0.6201944886901547,0.43762221974269544,Outdoor,Hard,International,2nd Round,Next Generation Adelaide International,0.0,0.0,Ancic M.,Malisse X.,Malisse X.,2006-01-04,0
-1.0840134892469573,0.7823024980447633,1.6873994539038115,Outdoor,Hard,International,2nd Round,Next Generation Adelaide International,0.0,0.0,Blake J.,Seppi A.,Seppi A.,2006-01-04,0
-0.9444616088408515,0.6988998330493956,0.5108256237659907,Outdoor,Hard,International,2nd Round,Next Generation Adelaide International,0.0,0.0,Nieminen J.,Mayer F.,Nieminen J.,2006-01-04,1
0.9473813189441862,-0.7377208943504421,-1.005902890563842,Outdoor,Hard,International,2nd Round,Next Generation Adelaide International,-16.0,-16.0,Serra F.,Robredo T.,Serra F.,2006-01-04,1
-4.060443010546419,2.390488928766696,2.474956318934833,Outdoor,Hard,International,2nd Round,Qatar Exxon Mobil Open,0.0,0.0,Federer R.,Santoro F.,Federer R.,2006-01-04,1
0.2231435513142097,-0.1183707523938411,-0.1508228897345839,Outdoor,Hard,International,2nd Round,Qatar Exxon Mobil Open,0.0,0.0,Haas T.,Henman T.,Haas T.,2006-01-04,1
-0.5108256237659909,0.3609178983672665,0.3122231813678988,Outdoor,Hard,International,2nd Round,Qatar Exxon Mobil Open,0.0,0.0,Lopez F.,Baghdatis M.,Baghdatis M.,2006-01-04,0
0.7419373447293771,-0.5176515888363902,-0.6822971645358797,Outdoor,Hard,International,2nd Round,Qatar Exxon Mobil Open,0.0,0.0,Moodie W.,Monfils G.,Monfils G.,2006-01-04,0
1.0163741904311374,-0.7161089144466732,-0.18430371799794587,Outdoor,Hard,International,2nd Round,Qatar Exxon Mobil Open,0.0,0.0,Starace P.,Volandri F.,Volandri F.,2006-01-04,0
-1.3350010667323406,1.329690732314976,0.675128675057267,Outdoor,Hard,International,2nd Round,Qatar Exxon Mobil Open,0.0,0.0,Tursunov D.,El Aynaoui Y.,Tursunov D.,2006-01-04,1
2.501435951739211,-1.382537312242178,-1.779582981953091,Outdoor,Hard,International,2nd Round,Qatar Exxon Mobil Open,0.0,0.0,Vik R.,Davydenko N.,Davydenko N.,2006-01-04,0
-0.022989518224698635,0.0025806465934916645,0.5108256237659907,Outdoor,Hard,International,2nd Round,Qatar Exxon Mobil Open,0.0,0.0,Youzhny M.,Sanguinetti D.,Youzhny M.,2006-01-04,1
1.252762968495368,-1.3686985992295115,-1.3556573916580008,Outdoor,Hard,International,2nd Round,Chennai Open,0.0,0.0,Bopanna R.,Muller G.,Muller G.,2006-01-05,0
-1.0745147370890487,0.7615949443746359,1.0986122886681098,Outdoor,Hard,International,2nd Round,Chennai Open,0.0,0.0,Srichaphan P.,Gicquel M.,Srichaphan P.,2006-01-05,1
2.3978952727983702,-1.635449597277212,-1.7764919970972666,Outdoor,Hard,International,2nd Round,Chennai Open,0.0,0.0,Vanek J.,Ljubicic I.,Ljubicic I.,2006-01-05,0
0.055262678675049415,-0.04631478218111962,-0.1508228897345839,Outdoor,Hard,International,2nd Round,Chennai Open,0.0,0.0,Vliegen K.,Schuettler R.,Vliegen K.,2006-01-05,1
-0.9808292530117257,0.7417708307001858,0.1508228897345835,Outdoor,Hard,International,2nd Round,Next Generation Adelaide International,0.0,0.0,Berdych T.,Murray A.,Berdych T.,2006-01-05,1
-0.05884050002293417,0.026859269050268253,-0.5108256237659907,Outdoor,Hard,International,2nd Round,Next Generation Adelaide International,0.0,0.0,Carlsen K.,Karlovic I.,Carlsen K.,2006-01-05,1
-3.0680529351336165,1.6655814212457631,1.868949107919185,Outdoor,Hard,International,2nd Round,Next Generation Adelaide International,0.0,0.0,Hewitt L.,Kohlschreiber P.,Kohlschreiber P.,2006-01-05,0
2.257122718917288,-1.873480311210498,-0.7911275889201493,Outdoor,Hard,International,2nd Round,Next Generation Adelaide International,0.0,0.0,Philippoussis M.,Hrbaty D.,Hrbaty D.,2006-01-05,0
4.007333185232471,-2.3601108934075237,-2.2730262907525014,Outdoor,Hard,International,Quarterfinals,Qatar Exxon Mobil Open,0.0,0.0,Baghdatis M.,Federer R.,Federer R.,2006-01-05,0
-2.028148247292285,1.049642896968849,1.4784096500276966,Outdoor,Hard,International,Quarterfinals,Qatar Exxon Mobil Open,0.0,0.0,Davydenko N.,Volandri F.,Volandri F.,2006-01-05,0
0.04546237407675724,-0.026111144003685638,0.2351197423609256,Outdoor,Hard,International,Quarterfinals,Qatar Exxon Mobil Open,0.0,0.0,Haas T.,Youzhny M.,Haas T.,2006-01-05,1
-0.693147180559945,0.48895763712940976,0.2351197423609256,Outdoor,Hard,International,Quarterfinals,Qatar Exxon Mobil Open,0.0,0.0,Monfils G.,Tursunov D.,Monfils G.,2006-01-05,1
-2.1335087629501115,1.4590277626104458,1.0986122886681098,Outdoor,Hard,International,Quarterfinals,Chennai Open,0.0,0.0,Ljubicic I.,Muller G.,Ljubicic I.,2006-01-06,1
1.0319209141694374,-0.707058587359124,-1.005902890563842,Outdoor,Hard,International,Quarterfinals,Chennai Open,0.0,0.0,Phau B.,Moya C.,Moya C.,2006-01-06,0
-0.7949298748698879,0.5733870223840709,0.8934760541079834,Outdoor,Hard,International,Quarterfinals,Chennai Open,0.0,0.0,Srichaphan P.,Vliegen K.,Vliegen K.,2006-01-06,0
-1.5686159179138452,1.2046670077554111,1.2916142348909607,Outdoor,Hard,International,Quarterfinals,Chennai Open,0.0,0.0,Stepanek R.,Ascione T.,Stepanek R.,2006-01-06,1
1.2992829841302607,-0.9686082365615549,-0.9584656569248675,Outdoor,Hard,International,Quarterfinals,Next Generation Adelaide International,0.0,0.0,Carlsen K.,Hrbaty D.,Hrbaty D.,2006-01-06,0
1.2762934659055616,-0.9360517280635658,-1.1874435023747254,Outdoor,Hard,International,Quarterfinals,Next Generation Adelaide International,0.0,0.0,Kohlschreiber P.,Berdych T.,Berdych T.,2006-01-06,0
-0.36936010346604853,0.2625008858216207,0.5985312041850962,Outdoor,Hard,International,Quarterfinals,Next Generation Adelaide International,0.0,0.0,Malisse X.,Seppi A.,Malisse X.,2006-01-06,1
0.5596157879354227,-0.38324722421057267,-0.6822971645358797,Outdoor,Hard,International,Quarterfinals,Next Generation Adelaide International,-15.26369320647791,-15.26369320647791,Serra F.,Nieminen J.,Serra F.,2006-01-06,1
-3.8066624897703196,2.185694516120682,2.158003864182938,Outdoor,Hard,International,Semifinals,Qatar Exxon Mobil Open,0.0,0.0,Federer R.,Haas T.,Federer R.,2006-01-06,1
0.2363887780642302,-0.15772850117514192,-0.8934760541079837,Outdoor,Hard,International,Semifinals,Qatar Exxon Mobil Open,0.0,0.0,Volandri F.,Monfils G.,Monfils G.,2006-01-06,0
-0.4382549309311554,0.4261494564141426,0.1508228897345835,Outdoor,Hard,International,Semifinals,Chennai Open,0.0,0.0,Stepanek R.,Moya C.,Moya C.,2006-01-07,0
-0.6720937713621127,0.4951293081186723,0.5108256237659907,Outdoor,Hard,International,Semifinals,Next Generation Adelaide International,0.0,0.0,Berdych T.,Malisse X.,Malisse X.,2006-01-07,0
1.001448540214462,-0.7377208943504421,-0.9584656569248675,Outdoor,Hard,International,Semifinals,Next Generation Adelaide International,-14.56122603395329,-14.56122603395329,Serra F.,Hrbaty D.,Serra F.,2006-01-07,1
-3.4011973816621555,1.926183320635598,2.273026290752501,Outdoor,Hard,International,The Final,Qatar Exxon Mobil Open,0.0,0.0,Federer R.,Monfils G.,Federer R.,2006-01-07,1
-2.3353749158170367,1.5939689961564936,1.4784096500276966,Outdoor,Hard,International,Semifinals,Chennai Open,0.0,0.0,Ljubicic I.,Vliegen K.,Ljubicic I.,2006-01-08,1
1.2367626271489267,-0.84059562661625,-0.4376222197426959,Outdoor,Hard,International,The Final,Chennai Open,0.0,0.0,Moya C.,Ljubicic I.,Ljubicic I.,2006-01-08,0
2.2350792106286725,-2.995732273553991,,Outdoor,Hard,International,1st Round,Heineken Open,0.0,0.0,King-Turner D.,Mayer F.,Mayer F.,2006-01-08,0
0.04167269640056803,-0.026299093547015318,-0.6822971645358797,Outdoor,Hard,International,The Final,Next Generation Adelaide International,-13.89104913577603,-13.89104913577603,Serra F.,Malisse X.,Serra F.,2006-01-08,1
0.9668430110369863,-0.7088518913242057,-1.7764919970972666,Outdoor,Hard,International,1st Round,Heineken Open,16.0,16.0,Montanes A.,Rochus O.,Rochus O.,2006-01-09,0
0.016260520871780315,-0.013628831055606305,0.7468273300235695,Outdoor,Hard,International,1st Round,Heineken Open,-16.0,-16.0,Murray A.,Carlsen K.,Murray A.,2006-01-09,1
2.688818839174323,-2.552535908539399,-2.030651377510404,Outdoor,Hard,International,1st Round,Heineken Open,0.0,0.0,Nielsen M.,Ancic M.,Ancic M.,2006-01-09,0
-0.5839478885949534,0.44692923218552316,0.0,Outdoor,Hard,International,1st Round,Heineken Open,-0.7024671725246208,-0.7024671725246208,Nieminen J.,Baghdatis M.,Nieminen J.,2006-01-09,1
0.5166907432183887,-0.38025829407481826,-0.8134333464344472,Outdoor,Hard,International,1st Round,Heineken Open,0.0,0.0,Vik R.,Lopez F.,Vik R.,2006-01-09,1
0.24512245803298516,-0.20050387587714535,-0.4376222197426959,Outdoor,Hard,International,1st Round,Heineken Open,0.0,0.0,Zib T.,Wawrinka S.,Wawrinka S.,2006-01-09,0
0.060624621816434576,-0.0370941244062406,-0.1508228897345839,Outdoor,Hard,International,1st Round,Sydney International,0.0,0.0,Calleri A.,Mathieu P.H.,Calleri A.,2006-01-09,1
-0.1416505170630269,0.1118483001365691,0.2351197423609256,Outdoor,Hard,International,1st Round,Sydney International,0.0,0.0,Chela J.I.,Melzer J.,Melzer J.,2006-01-09,0
0.8183103235139515,-0.5260930958967789,-0.746827330023569,Outdoor,Hard,International,1st Round,Sydney International,-16.0,-16.0,Clement A.,Dent T.,Clement A.,2006-01-09,1
2.146580844517465,-1.7154648726350867,-1.122904981237154,Outdoor,Hard,International,1st Round,Sydney International,-16.0,-16.0,Guccione C.,Ferrero J.C.,Guccione C.,2006-01-09,1
-0.5937747067467414,0.423717013075084,-0.3122231813678984,Outdoor,Hard,International,1st Round,Sydney International,-16.0,-16.0,Hanescu V.,Karlovic I.,Karlovic I.,2006-01-09,0
-2.9311937524164193,1.5642459182427269,1.6873994539038115,Outdoor,Hard,International,1st Round,Sydney International,16.0,16.0,Hewitt L.,Spadea V.,Hewitt L.,2006-01-09,1
0.67116827384117,-0.45628820650081625,-1.0296194171811586,Outdoor,Hard,International,1st Round,Sydney International,0.0,0.0,Sanguinetti D.,Blake J.,Blake J.,2006-01-09,0
-0.04652001563489261,0.010000083334583465,0.2351197423609256,Outdoor,Hard,International,1st Round,Heineken Open,16.0,16.0,Acasuso J.,Rochus C.,Rochus C.,2006-01-10,0
-0.22555029134477422,0.2013389213473573,-0.35985459685611215,Outdoor,Hard,International,1st Round,Heineken Open,0.0,0.0,Bracciali D.,Sluiter R.,Sluiter R.,2006-01-10,0
-2.044755983691946,1.2900202280180215,0.9317949184101203,Outdoor,Hard,International,1st Round,Heineken Open,0.0,0.0,Gonzalez F.,Horna L.,Gonzalez F.,2006-01-10,1
-0.10265415406008316,0.029500664396698184,0.0,Outdoor,Hard,International,1st Round,Heineken Open,0.0,0.0,Hernych J.,Pavel A.,Hernych J.,2006-01-10,1
2.531426665422893,-1.9971709753833151,-1.0296194171811586,Outdoor,Hard,International,1st Round,Heineken Open,0.0,0.0,Luzzi F.,Ferrer D.,Ferrer D.,2006-01-10,0
1.1192315758708453,-0.7590453808473168,-1.3556573916580008,Outdoor,Hard,International,1st Round,Heineken Open,-16.0,-16.0,Martin A.,Ginepri R.,Martin A.,2006-01-10,1
1.4663370687934267,-1.0015927571169323,-1.122904981237154,Outdoor,Hard,International,1st Round,Heineken Open,-31.32982310182274,-31.32982310182274,Massu N.,Hrbaty D.,Massu N.,2006-01-10,1
2.005333569526114,-1.3795313473315147,-0.6822971645358797,Outdoor,Hard,International,2nd Round,Heineken Open,0.0,0.0,Sluiter R.,Ferrer D.,Ferrer D.,2006-01-10,0
1.299282984130261,-0.6330220343045658,-0.23511974236092564,Outdoor,Hard,International,1st Round,Sydney International,16.0,16.0,Berdych T.,Davydenko N.,Davydenko N.,2006-01-10,0
-0.42488319396526597,0.2992121336673188,0.6822971645358799,Outdoor,Hard,International,1st Round,Sydney International,0.0,0.0,Gasquet R.,Andreev I.,Andreev I.,2006-01-10,0
1.3062516534463544,-1.0565008033179826,-0.9317949184101203,Outdoor,Hard,International,1st Round,Sydney International,-63.36063419274046,-63.36063419274046,Luczak P.,Malisse X.,Luczak P.,2006-01-10,1
1.020360091768361,-0.6612635021547231,-0.746827330023569,Outdoor,Hard,International,1st Round,Sydney International,-16.0,-16.0,Monaco J.,Verdasco F.,Monaco J.,2006-01-10,1
0.2231435513142097,-0.19892486703412704,0.05406722127027558,Outdoor,Hard,International,1st Round,Sydney International,64.0,64.0,Moya C.,Grosjean S.,Moya C.,2006-01-10,1
-1.062894206066031,0.8210415258206494,0.3122231813678988,Outdoor,Hard,International,1st Round,Sydney International,-16.73630679352209,-16.73630679352209,Robredo T.,Tursunov D.,Tursunov D.,2006-01-10,0
-0.5055485666651469,0.38868716174586915,-0.1508228897345839,Outdoor,Hard,International,1st Round,Sydney International,66.74831667148351,66.74831667148351,Serra F.,Santoro F.,Serra F.,2006-01-10,1
-0.9162907318741551,0.7134773585062799,0.6822971645358799,Outdoor,Hard,International,1st Round,Sydney International,16.0,16.0,Stepanek R.,Srichaphan P.,Srichaphan P.,2006-01-10,0
0.3715635564324833,-0.22398002145917495,0.1508228897345835,Outdoor,Hard,International,1st Round,Sydney International,16.0,16.0,Vliegen K.,Seppi A.,Seppi A.,2006-01-10,0
-1.0826119473216687,0.8477878163009738,0.1508228897345835,Outdoor,Hard,International,2nd Round,Heineken Open,-0.7363067935220897,-0.7363067935220897,Ancic M.,Murray A.,Ancic M.,2006-01-11,1
-1.8925641683500203,1.238625518894823,1.2916142348909607,Outdoor,Hard,International,2nd Round,Heineken Open,32.0,32.0,Gonzalez F.,Minar I.,Gonzalez F.,2006-01-11,1
1.008228227199841,-0.7487432203515079,-0.5985312041850962,Outdoor,Hard,International,2nd Round,Heineken Open,-0.7363067935220897,-0.7363067935220897,Hernych J.,Rochus O.,Rochus O.,2006-01-11,0
-0.09716374845364806,0.06678824087158652,-0.3122231813678984,Outdoor,Hard,International,2nd Round,Heineken Open,0.7363067935220897,0.7363067935220897,Martin A.,Wawrinka S.,Wawrinka S.,2006-01-11,0
0.23361485118150505,-0.16941815195804644,0.1508228897345835,Outdoor,Hard,International,2nd Round,Heineken Open,0.0,0.0,Mayer F.,Vik R.,Mayer F.,2006-01-11,1
-0.822358912039951,0.6395223393013074,1.0059028905638425,Outdoor,Hard,International,2nd Round,Heineken Open,31.329882592189733,31.329882592189733,Nieminen J.,Goldstein P.,Nieminen J.,2006-01-11,1
-0.3901976359773758,0.34100510764119996,-0.5108256237659907,Outdoor,Hard,International,2nd Round,Heineken Open,-16.702586900845063,-16.702586900845063,Rochus C.,Massu N.,Massu N.,2006-01-11,0
0.2876820724517808,-0.24746085896491632,0.0,Outdoor,Hard,International,Quarterfinals,Heineken Open,15.966091869830734,15.966091869830734,Mayer F.,Wawrinka S.,Wawrinka S.,2006-01-11,0
-1.7117167615545186,1.3486531559006671,0.8934760541079834,Outdoor,Hard,International,2nd Round,Sydney International,-2.885942605593982,-2.885942605593982,Andreev I.,Luczak P.,Andreev I.,2006-01-11,1
-2.1400661634962708,1.2309317068381338,0.8934760541079834,Outdoor,Hard,International,2nd Round,Sydney International,32.73630679352209,32.73630679352209,Davydenko N.,Calleri A.,Davydenko N.,2006-01-11,1
0.9426080401915291,-0.7951687949522563,-0.4376222197426959,Outdoor,Hard,International,2nd Round,Sydney International,-32.0,-32.0,Guccione C.,Seppi A.,Seppi A.,2006-01-11,0
2.5839975524322316,-1.2941596076813253,-1.1874435023747254,Outdoor,Hard,International,2nd Round,Sydney International,-15.26369320647791,-15.26369320647791,Melzer J.,Hewitt L.,Hewitt L.,2006-01-11,0
0.23483959107740038,-0.1565387406636427,-0.5108256237659907,Outdoor,Hard,International,2nd Round,Sydney International,0.0,0.0,Monaco J.,Clement A.,Clement A.,2006-01-11,0
0.3697470255060855,-0.2672771296536913,-0.05406722127027606,Outdoor,Hard,International,2nd Round,Sydney International,-48.4818506437623,-48.4818506437623,Tursunov D.,Serra F.,Tursunov D.,2006-01-11,1
-0.6466271649250523,0.2745543994092454,0.43762221974269544,Outdoor,Hard,International,Quarterfinals,Heineken Open,-1.503409659144836,-1.503409659144836,Gonzalez F.,Ancic M.,Ancic M.,2006-01-12,0
-0.8070914399091627,0.6377539922445656,0.43762221974269544,Outdoor,Hard,International,Quarterfinals,Heineken Open,13.220683032696343,13.220683032696343,Nieminen J.,Massu N.,Nieminen J.,2006-01-12,1
0.6567795363890707,-0.3959485359026056,-0.1508228897345839,Outdoor,Hard,International,Quarterfinals,Heineken Open,-15.297601336647176,-15.297601336647176,Rochus O.,Ferrer D.,Rochus O.,2006-01-12,1
-0.29266961396281976,0.22989433197054598,0.0,Outdoor,Hard,International,2nd Round,Sydney International,17.47261358704418,17.47261358704418,Srichaphan P.,Karlovic I.,Srichaphan P.,2006-01-12,1
-1.0840134892469573,0.7894326530293547,1.1874435023747256,Outdoor,Hard,International,Quarterfinals,Sydney International,-0.7363067935220897,-0.7363067935220897,Blake J.,Clement A.,Blake J.,2006-01-12,1
-2.7080502011022096,1.4167619297736582,1.6873994539038115,Outdoor,Hard,International,Quarterfinals,Sydney International,-16.70557923059323,-16.70557923059323,Hewitt L.,Seppi A.,Seppi A.,2006-01-12,0
0.749236647210989,-0.5358156341280713,0.0,Outdoor,Hard,International,Quarterfinals,Sydney International,33.31525289145998,33.31525289145998,Tursunov D.,Andreev I.,Andreev I.,2006-01-12,0
